Acceleration;Car;Cylinders;Displacement;Horsepower;MPG;Model;Origin;RHS;Weight
0.2;10.0;?;60.0;0.0;?;2.0;0.0;Displacement;170.0
1.0;?;2.0;60.0;10.0;4.0;4.0;0.0;Displacement;45.0
0.3;?;2.0;60.0;7.0;1.7;3.0;0.0;Displacement;122.0
2.5;12.0;?;60.0;?;?;5.0;0.0;Displacement;5.0
0.5;?;2.0;60.0;7.0;2.4;?;0.0;Displacement;142.0
?;4.0;?;60.0;3.0;?;0.0;0.0;Displacement;?
0.6;14.0;2.0;60.0;?;1.5;1.0;0.0;Displacement;180.0
0.3;9.0;2.0;60.0;88.0;1.3;?;0.0;Displacement;15.0
?;15.0;0.0;60.0;0.0;?;2.0;0.0;Displacement;91.0
0.1;9.0;?;60.0;?;?;1.0;0.91;Displacement;155.0
1.1;7.0;?;60.0;?;?;?;0.0;Displacement;5.0
1.0;?;2.0;60.0;10.0;4.0;?;0.0;Displacement;45.0
2.5;12.0;2.0;60.0;7.0;2.0;?;0.0;Displacement;5.0
?;5.0;?;60.0;7.0;3.8;4.0;0.0;Displacement;100.0
1.0;?;?;60.0;2.0;2.0;5.0;0.0;Displacement;52.0
0.0;?;?;60.0;4.0;?;1.0;0.0;Displacement;210.0
?;16.0;?;60.0;?;3.6;1.0;0.91;Displacement;0.0
?;13.0;?;60.0;30.0;4.4;3.0;0.0;Displacement;5.0
0.3;?;2.0;60.0;?;1.3;?;0.0;Displacement;15.0
1.5;?;0.0;60.0;10.0;1.0;0.0;0.0;Displacement;152.0
?;12.0;?;60.0;7.0;?;5.0;0.0;Displacement;5.0
?;6.0;2.0;60.0;?;2.1;1.0;0.0;Displacement;75.0
?;?;2.0;60.0;12.0;3.0;?;0.92;Displacement;0.0
1.1;11.0;?;60.0;7.0;4.0;6.0;0.0;Displacement;15.0
1.9;?;?;60.0;22.0;?;1.0;0.91;Displacement;0.0
1.0;10.0;2.0;60.0;0.0;?;1.0;0.0;Displacement;190.0
1.3;9.0;2.0;60.0;3.0;1.3;?;0.0;Displacement;?
1.5;8.0;2.0;60.0;2.0;?;?;0.0;Displacement;270.0
?;10.0;?;60.0;0.0;?;2.0;0.0;Displacement;170.0
0.1;14.0;2.0;60.0;?;6.6;1.0;0.0;Displacement;120.0
?;?;2.0;60.0;12.0;3.0;7.0;?;Displacement;0.0
1.9;?;2.0;60.0;12.0;3.0;?;0.92;Displacement;0.0
?;8.0;?;60.0;18.0;?;1.0;?;Displacement;148.0
?;4.0;?;60.0;?;?;0.0;0.0;Displacement;245.0
?;?;?;60.0;22.0;?;1.0;0.91;Displacement;0.0
1.9;1.0;?;60.0;32.0;?;3.0;0.0;Displacement;?
1.0;8.0;2.0;60.0;2.0;2.0;5.0;0.0;Displacement;52.0
0.1;9.0;?;60.0;?;5.0;1.0;0.91;Displacement;155.0
1.9;?;?;60.0;12.0;3.0;7.0;0.92;Displacement;0.0
1.3;6.0;?;60.0;5.0;0.5;?;0.0;Displacement;?
0.2;12.0;2.0;60.0;4.0;4.5;?;0.0;Displacement;168.0
0.2;?;2.0;60.0;4.0;4.5;?;0.0;Displacement;168.0
0.0;?;?;60.0;?;?;0.0;0.0;Displacement;333.0
1.0;14.0;?;60.0;10.0;4.0;4.0;0.0;Displacement;45.0
0.6;5.0;2.0;60.0;7.0;3.8;4.0;0.0;Displacement;?
1.9;16.0;1.0;60.0;?;?;?;0.91;Displacement;0.0
?;8.0;1.0;60.0;18.0;3.5;1.0;?;Displacement;148.0
1.2;?;2.0;60.0;25.0;0.9;0.0;0.0;Displacement;295.0
0.0;14.0;2.0;60.0;?;?;0.0;0.0;Displacement;333.0
0.1;9.0;?;60.0;38.0;?;1.0;?;Displacement;155.0
0.7;13.0;2.0;60.0;?;3.8;1.0;0.0;Displacement;195.0
1.1;11.0;2.0;60.0;?;?;6.0;0.0;Displacement;15.0
0.4;4.0;2.0;60.0;?;?;0.0;0.0;Displacement;245.0
0.0;?;2.0;60.0;75.0;?;0.0;0.0;Displacement;333.0
2.7;11.0;2.0;60.0;0.0;?;?;0.0;Displacement;30.0
3.2;12.0;1.0;60.0;2.0;3.7;4.0;0.83;Displacement;?
?;4.0;2.0;60.0;?;?;0.0;0.0;Displacement;245.0
0.9;14.0;2.0;60.0;?;2.5;0.0;0.0;Displacement;100.0
1.3;9.0;?;60.0;3.0;1.3;?;0.0;Displacement;?
?;?;?;60.0;12.0;3.0;?;0.92;Displacement;0.0
?;8.0;2.0;60.0;2.0;1.0;1.0;0.0;Displacement;373.0
0.3;9.0;?;60.0;88.0;1.3;?;0.0;Displacement;15.0
1.3;6.0;2.0;60.0;5.0;0.5;?;0.0;Displacement;?
1.4;8.0;?;60.0;18.0;?;1.0;?;Displacement;148.0
0.2;12.0;?;60.0;4.0;4.5;?;0.0;Displacement;168.0
1.5;8.0;?;60.0;2.0;?;?;0.0;Displacement;270.0
0.1;16.0;?;59.0;9.0;7.1;8.0;0.0;Displacement;54.0
5.5;6.0;2.0;59.0;?;0.0;0.0;0.0;Displacement;528.0
0.1;8.0;2.0;59.0;2.0;?;6.0;0.0;Displacement;76.0
0.0;?;0.0;59.0;4.0;?;?;0.91;Displacement;455.0
0.1;13.0;2.0;59.0;?;?;?;0.0;Displacement;16.0
0.3;?;2.0;59.0;8.0;7.5;?;0.0;Displacement;19.0
0.5;18.0;2.0;59.0;0.0;?;1.0;0.0;Displacement;384.0
0.1;19.0;0.0;59.0;4.0;1.2;10.0;0.91;Displacement;?
0.0;23.0;0.0;59.0;4.0;?;?;0.91;Displacement;455.0
0.1;13.0;?;59.0;?;9.0;?;0.0;Displacement;16.0
0.4;?;?;59.0;2.0;4.1;?;0.0;Displacement;72.0
0.1;?;0.0;59.0;4.0;1.2;10.0;0.91;Displacement;?
2.0;10.0;?;59.0;7.0;?;5.0;0.0;Displacement;9.0
?;13.0;2.0;59.0;0.0;1.0;2.0;0.0;Displacement;240.0
?;15.0;0.0;59.0;0.0;2.2;?;?;Displacement;332.0
?;6.0;?;59.0;?;0.0;0.0;0.0;Displacement;528.0
?;10.0;2.0;59.0;7.0;2.0;5.0;0.0;Displacement;9.0
2.0;10.0;?;59.0;7.0;?;?;0.0;Displacement;9.0
0.3;17.0;?;59.0;8.0;?;?;0.0;Displacement;19.0
2.0;16.0;0.0;59.0;?;0.0;1.0;0.0;Displacement;188.0
0.0;?;0.0;59.0;4.0;1.0;11.0;?;Displacement;?
0.1;13.0;?;59.0;11.0;9.0;?;0.0;Displacement;16.0
0.5;?;2.0;59.0;0.0;7.0;1.0;0.0;Displacement;384.0
2.3;8.0;0.0;59.0;2.0;0.5;6.0;0.0;Displacement;?
?;8.0;0.0;59.0;2.0;?;?;0.0;Displacement;419.0
0.1;16.0;2.0;59.0;9.0;?;?;0.0;Displacement;54.0
?;6.0;2.0;59.0;?;0.0;0.0;0.0;Displacement;?
0.1;8.0;2.0;59.0;?;4.0;6.0;0.0;Displacement;76.0
?;15.0;0.0;59.0;0.0;2.2;?;0.91;Displacement;332.0
2.0;10.0;2.0;59.0;7.0;?;5.0;0.0;Displacement;9.0
?;16.0;0.0;59.0;13.0;0.0;1.0;0.0;Displacement;188.0
0.1;16.0;?;59.0;9.0;?;8.0;0.0;Displacement;54.0
0.1;8.0;2.0;59.0;?;?;6.0;0.0;Displacement;76.0
4.5;13.0;?;59.0;0.0;1.0;?;0.0;Displacement;240.0
?;10.0;?;59.0;7.0;2.0;5.0;0.0;Displacement;9.0
2.1;16.0;0.0;59.0;2.0;1.5;1.0;0.0;Displacement;?
0.1;19.0;0.0;59.0;4.0;?;?;0.91;Displacement;490.0
0.1;8.0;2.0;59.0;2.0;4.0;6.0;0.0;Displacement;76.0
0.5;?;?;59.0;0.0;?;1.0;0.0;Displacement;384.0
0.1;13.0;?;59.0;?;?;?;0.0;Displacement;16.0
?;13.0;?;59.0;0.0;1.0;2.0;0.0;Displacement;240.0
?;16.0;0.0;59.0;2.0;1.5;?;0.0;Displacement;110.0
0.4;15.0;0.0;59.0;10.0;4.5;?;0.0;Displacement;91.0
0.1;?;0.0;59.0;15.0;7.8;?;0.0;Displacement;66.0
0.3;17.0;?;59.0;8.0;?;7.0;0.0;Displacement;19.0
0.3;17.0;2.0;59.0;8.0;?;?;0.0;Displacement;19.0
0.8;?;2.0;59.0;1.0;4.5;?;0.0;Displacement;107.0
?;6.0;?;59.0;34.0;0.0;0.0;0.0;Displacement;?
0.1;?;?;59.0;2.0;4.0;?;0.0;Displacement;76.0
?;10.0;2.0;59.0;7.0;2.0;?;0.0;Displacement;9.0
0.1;19.0;0.0;59.0;4.0;1.2;?;?;Displacement;490.0
4.5;13.0;2.0;59.0;0.0;1.0;?;0.0;Displacement;240.0
2.0;?;0.0;59.0;13.0;0.0;1.0;0.0;Displacement;188.0
0.0;?;0.0;59.0;4.0;1.0;?;0.91;Displacement;455.0
?;8.0;0.0;59.0;2.0;0.5;6.0;0.0;Displacement;419.0
4.5;13.0;?;59.0;0.0;1.0;2.0;0.0;Displacement;?
?;6.0;2.0;59.0;?;0.0;0.0;0.0;Displacement;528.0
?;13.0;?;59.0;0.0;1.0;2.0;0.0;Displacement;?
0.1;13.0;2.0;59.0;?;9.0;?;0.0;Displacement;16.0
0.1;?;?;59.0;9.0;7.1;?;0.0;Displacement;54.0
0.1;8.0;?;59.0;2.0;?;6.0;0.0;Displacement;?
0.1;8.0;?;59.0;?;4.0;?;0.0;Displacement;76.0
0.1;?;0.0;59.0;4.0;1.2;10.0;?;Displacement;?
0.4;15.0;0.0;59.0;?;4.5;?;0.0;Displacement;91.0
0.1;8.0;2.0;59.0;2.0;4.0;?;0.0;Displacement;76.0
2.3;8.0;0.0;59.0;2.0;0.5;?;0.0;Displacement;419.0
2.0;10.0;2.0;59.0;7.0;2.0;?;0.0;Displacement;9.0
1.4;8.0;0.0;59.0;27.0;?;0.0;?;Displacement;612.0
0.3;17.0;?;59.0;8.0;7.5;?;0.0;Displacement;19.0
0.4;?;?;59.0;2.0;4.1;8.0;0.0;Displacement;72.0
0.1;?;2.0;59.0;?;9.0;?;0.0;Displacement;16.0
1.4;8.0;0.0;59.0;?;?;0.0;?;Displacement;612.0
2.0;10.0;2.0;59.0;?;?;5.0;0.0;Displacement;9.0
4.5;13.0;?;59.0;0.0;1.0;2.0;0.0;Displacement;240.0
?;13.0;?;59.0;0.0;1.0;?;0.0;Displacement;240.0
2.3;8.0;0.0;59.0;2.0;0.5;?;0.0;Displacement;?
1.4;8.0;0.0;59.0;27.0;6.4;0.0;?;Displacement;?
?;6.0;?;59.0;34.0;0.0;0.0;0.0;Displacement;528.0
0.3;?;?;59.0;8.0;7.5;?;0.0;Displacement;19.0
0.1;23.0;0.0;59.0;?;7.8;8.0;0.0;Displacement;66.0
?;10.0;2.0;59.0;7.0;?;?;0.0;Displacement;9.0
0.1;23.0;0.0;59.0;15.0;?;?;0.0;Displacement;66.0
0.1;?;2.0;59.0;9.0;7.1;8.0;0.0;Displacement;54.0
0.4;?;2.0;59.0;2.0;4.1;8.0;0.0;Displacement;72.0
0.1;8.0;?;59.0;2.0;4.0;6.0;0.0;Displacement;?
2.0;10.0;2.0;59.0;7.0;?;?;0.0;Displacement;9.0
0.1;?;0.0;59.0;?;7.8;?;0.0;Displacement;66.0
0.1;16.0;?;59.0;?;?;8.0;0.0;Displacement;54.0
0.4;?;0.0;59.0;10.0;4.5;?;0.0;Displacement;91.0
0.1;8.0;?;59.0;?;4.0;6.0;0.0;Displacement;76.0
0.1;?;0.0;59.0;4.0;1.2;?;?;Displacement;?
0.1;?;?;59.0;?;7.1;8.0;0.0;Displacement;54.0
0.0;?;0.0;59.0;4.0;1.0;?;?;Displacement;?
0.1;?;0.0;59.0;?;7.8;8.0;0.0;Displacement;66.0
0.5;?;2.0;59.0;0.0;?;1.0;0.0;Displacement;384.0
3.5;6.0;2.0;59.0;20.0;1.0;3.0;0.0;Displacement;?
0.1;23.0;0.0;59.0;?;?;?;0.0;Displacement;66.0
2.1;16.0;0.0;59.0;2.0;?;1.0;0.0;Displacement;110.0
0.1;8.0;2.0;59.0;2.0;4.0;6.0;0.0;Displacement;?
5.5;6.0;2.0;59.0;34.0;0.0;0.0;0.0;Displacement;?
0.0;?;0.0;59.0;4.0;1.0;?;?;Displacement;455.0
0.1;13.0;2.0;59.0;11.0;?;?;0.0;Displacement;16.0
?;13.0;2.0;59.0;0.0;1.0;?;0.0;Displacement;240.0
?;8.0;0.0;59.0;2.0;0.5;?;0.0;Displacement;419.0
0.1;?;?;59.0;?;4.0;?;0.0;Displacement;76.0
2.3;8.0;0.0;59.0;2.0;?;?;0.0;Displacement;419.0
0.1;8.0;2.0;59.0;2.0;?;?;0.0;Displacement;76.0
0.1;19.0;0.0;59.0;4.0;1.2;?;0.91;Displacement;490.0
0.1;8.0;?;59.0;?;?;6.0;0.0;Displacement;76.0
0.1;?;?;59.0;2.0;4.0;6.0;0.0;Displacement;76.0
0.1;?;?;59.0;2.0;?;6.0;0.0;Displacement;76.0
0.4;15.0;0.0;59.0;10.0;?;?;0.0;Displacement;91.0
0.4;16.0;?;59.0;2.0;4.1;8.0;0.0;Displacement;72.0
?;6.0;?;59.0;?;0.0;0.0;0.0;Displacement;?
2.0;10.0;?;59.0;7.0;2.0;5.0;0.0;Displacement;9.0
0.1;13.0;?;59.0;11.0;?;?;0.0;Displacement;16.0
0.4;?;2.0;59.0;2.0;4.1;?;0.0;Displacement;72.0
0.8;18.0;2.0;59.0;1.0;4.5;?;0.0;Displacement;107.0
0.4;15.0;0.0;59.0;?;4.5;10.0;0.0;Displacement;91.0
0.1;16.0;2.0;59.0;?;?;8.0;0.0;Displacement;54.0
0.1;23.0;0.0;59.0;?;7.8;?;0.0;Displacement;66.0
?;10.0;2.0;59.0;7.0;?;5.0;0.0;Displacement;9.0
0.1;19.0;0.0;59.0;4.0;1.2;?;?;Displacement;?
0.1;?;2.0;59.0;?;4.0;6.0;0.0;Displacement;76.0
5.5;6.0;?;59.0;?;0.0;0.0;0.0;Displacement;?
2.0;10.0;?;59.0;7.0;2.0;?;0.0;Displacement;9.0
2.0;10.0;?;59.0;?;?;5.0;0.0;Displacement;9.0
0.1;?;2.0;59.0;2.0;4.0;6.0;0.0;Displacement;76.0
5.5;6.0;?;59.0;34.0;0.0;0.0;0.0;Displacement;?
?;6.0;2.0;59.0;34.0;0.0;0.0;0.0;Displacement;528.0
4.5;13.0;2.0;59.0;0.0;1.0;2.0;0.0;Displacement;?
0.1;?;2.0;59.0;11.0;9.0;?;0.0;Displacement;16.0
0.4;15.0;0.0;59.0;?;?;?;0.0;Displacement;91.0
1.4;8.0;0.0;59.0;27.0;6.4;0.0;?;Displacement;612.0
0.1;8.0;2.0;59.0;?;4.0;?;0.0;Displacement;76.0
0.1;?;0.0;59.0;4.0;1.2;?;0.91;Displacement;490.0
0.1;19.0;0.0;59.0;4.0;1.2;?;0.91;Displacement;?
0.1;8.0;?;59.0;2.0;4.0;?;0.0;Displacement;76.0
2.0;10.0;2.0;59.0;7.0;2.0;5.0;0.0;Displacement;9.0
?;6.0;2.0;59.0;34.0;0.0;0.0;0.0;Displacement;?
2.0;10.0;?;59.0;?;2.0;?;0.0;Displacement;9.0
0.1;8.0;?;59.0;2.0;?;?;0.0;Displacement;76.0
0.3;17.0;2.0;59.0;8.0;7.5;?;0.0;Displacement;19.0
?;10.0;?;59.0;7.0;?;5.0;0.0;Displacement;9.0
?;8.0;0.0;59.0;2.0;?;6.0;0.0;Displacement;419.0
0.3;?;2.0;59.0;8.0;7.5;7.0;0.0;Displacement;19.0
0.4;?;0.0;59.0;?;4.5;10.0;0.0;Displacement;91.0
5.5;6.0;2.0;59.0;?;0.0;0.0;0.0;Displacement;?
0.4;16.0;?;59.0;2.0;4.1;?;0.0;Displacement;72.0
0.1;?;2.0;59.0;9.0;7.1;?;0.0;Displacement;54.0
0.1;8.0;?;59.0;2.0;4.0;6.0;0.0;Displacement;76.0
0.1;?;2.0;59.0;?;7.1;8.0;0.0;Displacement;54.0
0.1;16.0;2.0;59.0;?;7.1;8.0;0.0;Displacement;54.0
0.1;8.0;?;59.0;2.0;?;6.0;0.0;Displacement;76.0
2.0;10.0;2.0;59.0;?;2.0;?;0.0;Displacement;9.0
0.8;18.0;?;59.0;1.0;4.5;?;0.0;Displacement;107.0
0.3;?;?;59.0;8.0;7.5;7.0;0.0;Displacement;19.0
0.5;18.0;?;59.0;0.0;?;1.0;0.0;Displacement;384.0
0.1;?;2.0;59.0;2.0;4.0;?;0.0;Displacement;76.0
?;10.0;?;59.0;7.0;?;?;0.0;Displacement;9.0
0.1;?;0.0;59.0;4.0;1.2;?;0.91;Displacement;?
2.0;10.0;?;59.0;?;2.0;5.0;0.0;Displacement;9.0
0.1;?;2.0;59.0;?;4.0;?;0.0;Displacement;76.0
0.0;?;0.0;59.0;4.0;1.0;?;0.91;Displacement;?
0.1;16.0;?;59.0;9.0;?;?;0.0;Displacement;54.0
5.5;6.0;?;59.0;?;0.0;0.0;0.0;Displacement;528.0
3.5;6.0;?;59.0;20.0;1.0;3.0;0.0;Displacement;?
0.0;23.0;0.0;59.0;4.0;1.0;?;0.91;Displacement;?
2.0;16.0;0.0;59.0;13.0;0.0;1.0;0.0;Displacement;188.0
0.3;17.0;2.0;59.0;8.0;?;7.0;0.0;Displacement;19.0
0.8;?;2.0;59.0;1.0;4.5;7.0;0.0;Displacement;107.0
2.3;8.0;0.0;59.0;2.0;?;6.0;0.0;Displacement;?
0.1;?;?;59.0;11.0;9.0;?;0.0;Displacement;16.0
0.5;?;?;59.0;0.0;7.0;1.0;0.0;Displacement;384.0
0.1;?;0.0;59.0;4.0;1.2;?;?;Displacement;490.0
?;10.0;?;59.0;7.0;2.0;?;0.0;Displacement;9.0
0.0;23.0;0.0;59.0;4.0;1.0;?;?;Displacement;?
0.4;16.0;2.0;59.0;2.0;4.1;?;0.0;Displacement;72.0
0.3;17.0;?;59.0;8.0;7.5;7.0;0.0;Displacement;19.0
0.1;?;2.0;59.0;2.0;?;6.0;0.0;Displacement;76.0
0.8;?;?;59.0;1.0;4.5;?;0.0;Displacement;107.0
?;16.0;0.0;59.0;2.0;1.5;1.0;0.0;Displacement;110.0
0.1;16.0;?;59.0;9.0;7.1;?;0.0;Displacement;54.0
0.1;8.0;2.0;59.0;2.0;?;6.0;0.0;Displacement;?
2.3;8.0;0.0;59.0;2.0;?;?;0.0;Displacement;?
0.8;18.0;?;59.0;1.0;4.5;7.0;0.0;Displacement;107.0
1.4;8.0;0.0;59.0;?;?;0.0;0.92;Displacement;612.0
?;13.0;2.0;59.0;0.0;1.0;2.0;0.0;Displacement;?
2.0;10.0;2.0;59.0;?;2.0;5.0;0.0;Displacement;9.0
0.4;?;0.0;59.0;?;4.5;?;0.0;Displacement;91.0
0.4;13.0;0.0;58.0;0.0;3.0;2.0;0.0;Displacement;?
0.4;13.0;0.0;58.0;0.0;?;?;0.0;Displacement;38.0
1.7;?;2.0;58.0;?;?;7.0;0.0;Displacement;1.0
0.1;14.0;?;58.0;9.0;?;?;0.0;Displacement;43.0
1.0;23.0;0.0;58.0;2.0;0.0;?;?;Displacement;?
?;0.0;0.0;58.0;43.0;3.5;4.0;0.0;Displacement;?
0.2;?;0.0;58.0;14.0;?;0.0;0.0;Displacement;?
?;13.0;0.0;58.0;0.0;?;2.0;0.0;Displacement;?
0.2;?;?;58.0;6.0;2.5;?;0.0;Displacement;149.0
0.9;15.0;?;58.0;3.0;?;?;0.0;Displacement;32.0
0.1;?;?;58.0;9.0;5.0;?;0.0;Displacement;43.0
0.6;5.0;0.0;58.0;?;0.1;?;0.0;Displacement;636.0
?;14.0;?;58.0;7.0;0.7;?;0.0;Displacement;14.0
3.3;0.0;0.0;58.0;26.0;?;?;0.0;Displacement;545.0
0.0;9.0;0.0;58.0;39.0;?;2.0;0.0;Displacement;?
2.3;19.0;0.0;58.0;25.0;?;7.0;0.0;Displacement;3.0
0.2;?;2.0;58.0;6.0;2.5;?;0.0;Displacement;149.0
0.1;?;?;58.0;7.0;3.1;?;0.0;Displacement;113.0
1.3;?;2.0;58.0;7.0;0.7;6.0;0.0;Displacement;14.0
1.1;20.0;0.0;58.0;2.0;0.2;?;?;Displacement;?
?;15.0;?;58.0;3.0;2.0;?;0.0;Displacement;32.0
?;13.0;0.0;58.0;0.0;?;2.0;0.0;Displacement;38.0
?;21.0;0.0;58.0;30.0;0.5;1.0;0.0;Displacement;20.0
3.5;6.0;0.0;58.0;75.0;7.0;0.0;0.0;Displacement;?
?;?;0.0;58.0;25.0;2.2;7.0;0.0;Displacement;3.0
2.3;19.0;0.0;58.0;25.0;2.2;7.0;0.0;Displacement;3.0
?;?;?;58.0;?;0.6;?;0.0;Displacement;1.0
1.1;?;0.0;58.0;2.0;0.2;8.0;0.92;Displacement;?
1.5;4.0;0.0;58.0;?;?;3.0;0.0;Displacement;725.0
0.4;?;0.0;58.0;0.0;?;2.0;0.0;Displacement;38.0
0.1;17.0;2.0;58.0;7.0;3.1;?;0.0;Displacement;113.0
0.1;17.0;?;58.0;7.0;3.1;?;0.0;Displacement;113.0
5.3;?;0.0;58.0;30.0;0.5;1.0;0.0;Displacement;20.0
0.7;12.0;0.0;58.0;7.0;?;5.0;0.0;Displacement;133.0
?;4.0;0.0;58.0;22.0;5.6;3.0;0.0;Displacement;725.0
?;6.0;0.0;58.0;?;7.0;0.0;0.0;Displacement;1166.0
0.3;16.0;2.0;58.0;6.0;3.5;?;0.0;Displacement;78.0
?;15.0;2.0;58.0;?;0.6;?;0.0;Displacement;1.0
0.4;?;2.0;58.0;?;1.0;9.0;0.0;Displacement;39.0
?;0.0;0.0;58.0;44.0;?;1.0;0.0;Displacement;?
?;19.0;0.0;58.0;25.0;2.2;7.0;0.0;Displacement;3.0
0.2;16.0;2.0;58.0;6.0;2.5;?;0.0;Displacement;149.0
1.1;20.0;0.0;58.0;2.0;0.2;?;0.92;Displacement;?
0.9;15.0;?;58.0;3.0;2.0;?;0.0;Displacement;32.0
3.3;0.0;0.0;58.0;26.0;1.9;4.0;0.0;Displacement;?
?;19.0;0.0;58.0;25.0;?;?;0.0;Displacement;3.0
?;4.0;0.0;58.0;22.0;?;3.0;0.0;Displacement;725.0
1.5;4.0;0.0;58.0;22.0;?;3.0;0.0;Displacement;725.0
0.4;?;0.0;58.0;21.0;0.9;0.0;0.0;Displacement;215.0
?;5.0;0.0;58.0;25.0;0.1;?;0.0;Displacement;636.0
0.4;15.0;0.0;58.0;?;?;3.0;0.0;Displacement;203.0
?;?;2.0;58.0;7.0;0.7;?;0.0;Displacement;14.0
?;0.0;0.0;58.0;44.0;?;1.0;0.0;Displacement;1053.0
0.7;?;0.0;58.0;7.0;2.7;?;0.0;Displacement;133.0
0.7;?;0.0;58.0;7.0;2.7;5.0;0.0;Displacement;133.0
?;14.0;2.0;58.0;?;0.7;?;0.0;Displacement;14.0
1.3;14.0;2.0;58.0;7.0;0.7;?;0.0;Displacement;14.0
0.2;?;0.0;58.0;?;1.7;1.0;0.0;Displacement;370.0
?;?;?;58.0;7.0;0.7;?;0.0;Displacement;14.0
1.0;23.0;0.0;58.0;2.0;0.0;?;0.92;Displacement;?
?;13.0;0.0;58.0;0.0;3.0;?;0.0;Displacement;38.0
0.4;?;0.0;58.0;0.0;3.0;2.0;0.0;Displacement;38.0
0.2;?;0.0;58.0;11.0;1.7;1.0;0.0;Displacement;?
1.7;15.0;2.0;58.0;95.0;0.6;?;0.0;Displacement;1.0
0.4;?;?;58.0;?;1.0;?;0.0;Displacement;39.0
0.9;15.0;2.0;58.0;3.0;?;?;0.0;Displacement;32.0
0.1;?;2.0;58.0;7.0;3.1;?;0.0;Displacement;113.0
1.1;?;0.0;58.0;2.0;0.2;?;?;Displacement;355.0
0.4;13.0;0.0;58.0;0.0;3.0;2.0;0.0;Displacement;38.0
1.3;14.0;?;58.0;?;0.7;6.0;0.0;Displacement;14.0
0.4;15.0;2.0;58.0;?;1.0;9.0;0.0;Displacement;39.0
2.3;19.0;0.0;58.0;25.0;?;?;0.0;Displacement;3.0
1.1;?;0.0;58.0;2.0;0.2;?;?;Displacement;?
1.0;?;0.0;58.0;2.0;0.0;?;?;Displacement;?
?;13.0;0.0;58.0;0.0;3.0;?;0.0;Displacement;?
0.2;?;0.0;58.0;?;6.5;0.0;0.0;Displacement;181.0
?;15.0;?;58.0;?;0.6;7.0;0.0;Displacement;1.0
0.2;?;0.0;58.0;?;?;0.0;0.0;Displacement;181.0
0.4;?;?;58.0;3.0;1.0;?;0.0;Displacement;39.0
0.2;?;0.0;58.0;11.0;1.7;1.0;0.0;Displacement;370.0
?;15.0;2.0;58.0;3.0;2.0;?;0.0;Displacement;32.0
0.0;9.0;0.0;58.0;39.0;?;2.0;0.0;Displacement;1000.0
?;15.0;0.0;58.0;0.0;1.1;0.0;0.0;Displacement;690.0
2.3;?;0.0;58.0;?;2.2;7.0;0.0;Displacement;3.0
?;14.0;2.0;58.0;7.0;0.7;?;0.0;Displacement;14.0
1.7;?;?;58.0;?;0.6;?;0.0;Displacement;1.0
0.1;?;2.0;58.0;?;5.0;?;0.0;Displacement;43.0
1.7;?;2.0;58.0;95.0;0.6;?;0.0;Displacement;1.0
0.2;10.0;0.0;58.0;14.0;6.5;0.0;0.0;Displacement;181.0
0.4;15.0;?;58.0;3.0;1.0;?;0.0;Displacement;39.0
1.0;?;0.0;58.0;2.0;0.0;?;?;Displacement;320.0
0.2;?;2.0;58.0;6.0;2.5;4.0;0.0;Displacement;149.0
0.4;13.0;0.0;58.0;0.0;3.0;?;0.0;Displacement;38.0
1.3;14.0;?;58.0;7.0;0.7;?;0.0;Displacement;14.0
0.7;12.0;0.0;58.0;?;2.7;?;0.0;Displacement;133.0
1.0;?;0.0;58.0;2.0;0.0;9.0;0.92;Displacement;?
?;0.0;0.0;58.0;26.0;1.9;4.0;0.0;Displacement;?
3.0;0.0;0.0;58.0;44.0;7.0;1.0;0.0;Displacement;?
0.2;?;?;58.0;6.0;2.5;4.0;0.0;Displacement;149.0
0.4;13.0;0.0;58.0;0.0;?;2.0;0.0;Displacement;?
0.1;14.0;?;58.0;9.0;5.0;?;0.0;Displacement;43.0
1.7;15.0;?;58.0;?;0.6;7.0;0.0;Displacement;1.0
?;6.0;0.0;58.0;75.0;7.0;0.0;0.0;Displacement;?
1.3;14.0;2.0;58.0;7.0;0.7;6.0;0.0;Displacement;14.0
0.6;5.0;0.0;58.0;?;0.1;8.0;0.0;Displacement;636.0
1.3;?;?;58.0;7.0;0.7;6.0;0.0;Displacement;14.0
1.1;20.0;0.0;58.0;2.0;0.2;8.0;?;Displacement;?
?;13.0;0.0;58.0;0.0;3.0;2.0;0.0;Displacement;?
0.2;16.0;2.0;58.0;?;2.5;?;0.0;Displacement;149.0
0.4;15.0;?;58.0;?;1.0;?;0.0;Displacement;39.0
0.1;?;2.0;58.0;?;3.1;8.0;0.0;Displacement;113.0
0.3;?;0.0;58.0;25.0;1.7;1.0;0.0;Displacement;465.0
1.1;?;0.0;58.0;2.0;0.2;?;0.92;Displacement;?
1.0;?;0.0;58.0;2.0;0.0;?;0.92;Displacement;?
0.3;?;2.0;58.0;6.0;3.5;?;0.0;Displacement;78.0
0.1;14.0;2.0;58.0;?;5.0;?;0.0;Displacement;43.0
?;?;2.0;58.0;95.0;0.6;?;0.0;Displacement;1.0
?;0.0;0.0;58.0;26.0;?;4.0;0.0;Displacement;545.0
0.0;9.0;0.0;58.0;?;8.2;2.0;0.0;Displacement;?
0.5;12.0;2.0;58.0;12.0;3.0;1.0;0.0;Displacement;463.0
0.4;13.0;0.0;58.0;0.0;?;?;0.0;Displacement;?
0.4;?;0.0;58.0;?;2.3;3.0;0.0;Displacement;203.0
